3505	Q0	4711749	1	-58.84375	LLMRankers
3505	Q0	7207815	2	-63.875	LLMRankers
3505	Q0	8285661	3	-64.375	LLMRankers
3505	Q0	7623963	4	-64.875	LLMRankers
3505	Q0	3998753	5	-64.9375	LLMRankers
3505	Q0	2631212	6	-65.0	LLMRankers
3505	Q0	8285655	7	-65.1875	LLMRankers
3505	Q0	1030851	8	-65.375	LLMRankers
3505	Q0	8285658	9	-65.625	LLMRankers
3505	Q0	4711746	10	-65.6875	LLMRankers
3505	Q0	8285656	11	-65.75	LLMRankers
3505	Q0	8285653	12	-66.125	LLMRankers
3505	Q0	1030852	13	-66.1875	LLMRankers
3505	Q0	6834663	14	-66.3125	LLMRankers
3505	Q0	502056	15	-66.375	LLMRankers
3505	Q0	3892767	16	-66.4375	LLMRankers
3505	Q0	5022858	17	-66.5625	LLMRankers
3505	Q0	3892765	18	-66.5625	LLMRankers
3505	Q0	5469615	19	-66.5625	LLMRankers
3505	Q0	632608	20	-66.625	LLMRankers
3505	Q0	8285654	21	-66.8125	LLMRankers
3505	Q0	7207811	22	-67.0625	LLMRankers
3505	Q0	1076196	23	-67.3125	LLMRankers
3505	Q0	42725	24	-67.375	LLMRankers
3505	Q0	1210040	25	-67.5625	LLMRankers
3505	Q0	7557329	26	-67.625	LLMRankers
3505	Q0	3697007	27	-67.75	LLMRankers
3505	Q0	5155932	28	-68.0	LLMRankers
3505	Q0	7879523	29	-68.0	LLMRankers
3505	Q0	8261965	30	-68.0625	LLMRankers
3505	Q0	3859340	31	-68.25	LLMRankers
3505	Q0	6521429	32	-68.25	LLMRankers
3505	Q0	1962768	33	-68.3125	LLMRankers
3505	Q0	541354	34	-68.5625	LLMRankers
3505	Q0	2741298	35	-68.625	LLMRankers
3505	Q0	8285660	36	-69.0	LLMRankers
3505	Q0	6676031	37	-69.1875	LLMRankers
3505	Q0	7226366	38	-69.5	LLMRankers
3505	Q0	4085781	39	-70.125	LLMRankers
3505	Q0	5000802	40	-70.1875	LLMRankers
3505	Q0	4564774	41	-70.1875	LLMRankers
3505	Q0	4520880	42	-70.625	LLMRankers
3505	Q0	3829534	43	-70.75	LLMRankers
3505	Q0	5751973	44	-70.9375	LLMRankers
3505	Q0	5000803	45	-70.9375	LLMRankers
3505	Q0	4085786	46	-71.3125	LLMRankers
3505	Q0	1527112	47	-71.4375	LLMRankers
3505	Q0	429326	48	-71.75	LLMRankers
3505	Q0	1540459	49	-71.9375	LLMRankers
3505	Q0	3133637	50	-72.0625	LLMRankers
3505	Q0	4409525	51	-72.25	LLMRankers
3505	Q0	106527	52	-72.4375	LLMRankers
3505	Q0	4531823	53	-72.4375	LLMRankers
3505	Q0	5224444	54	-72.5625	LLMRankers
3505	Q0	1067770	55	-72.5625	LLMRankers
3505	Q0	7925842	56	-72.625	LLMRankers
3505	Q0	8289969	57	-72.625	LLMRankers
3505	Q0	4113326	58	-72.6875	LLMRankers
3505	Q0	7879524	59	-73.0	LLMRankers
3505	Q0	6834658	60	-73.125	LLMRankers
3505	Q0	1540462	61	-73.25	LLMRankers
3505	Q0	4555175	62	-73.625	LLMRankers
3505	Q0	5929741	63	-73.6875	LLMRankers
3505	Q0	3859344	64	-73.75	LLMRankers
3505	Q0	4847163	65	-73.75	LLMRankers
3505	Q0	1067773	66	-73.8125	LLMRankers
3505	Q0	4847161	67	-74.0625	LLMRankers
3505	Q0	6506832	68	-74.1875	LLMRankers
3505	Q0	632604	69	-74.25	LLMRankers
3505	Q0	5779656	70	-74.5	LLMRankers
3505	Q0	7540054	71	-75.125	LLMRankers
3505	Q0	2749894	72	-75.125	LLMRankers
3505	Q0	5484899	73	-75.4375	LLMRankers
3505	Q0	1890144	74	-75.5	LLMRankers
3505	Q0	3507173	75	-75.5625	LLMRankers
3505	Q0	3566910	76	-76.375	LLMRankers
3505	Q0	5337169	77	-76.4375	LLMRankers
3505	Q0	8520512	78	-76.5	LLMRankers
3505	Q0	4555170	79	-76.75	LLMRankers
3505	Q0	7540058	80	-77.0625	LLMRankers
3505	Q0	7540057	81	-77.375	LLMRankers
3505	Q0	3697009	82	-77.4375	LLMRankers
3505	Q0	6525685	83	-77.5	LLMRankers
3505	Q0	5469617	84	-77.5625	LLMRankers
3505	Q0	6834656	85	-77.6875	LLMRankers
3505	Q0	7188534	86	-77.9375	LLMRankers
3505	Q0	6834659	87	-78.0625	LLMRankers
3505	Q0	598316	88	-78.25	LLMRankers
3505	Q0	5750742	89	-78.3125	LLMRankers
3505	Q0	3157383	90	-78.375	LLMRankers
3505	Q0	2430828	91	-78.75	LLMRankers
3505	Q0	2479327	92	-78.875	LLMRankers
3505	Q0	4692754	93	-79.375	LLMRankers
3505	Q0	7097496	94	-79.625	LLMRankers
3505	Q0	5548702	95	-79.8125	LLMRankers
3505	Q0	8726502	96	-79.875	LLMRankers
3505	Q0	6665147	97	-81.0	LLMRankers
3505	Q0	7557331	98	-81.1875	LLMRankers
3505	Q0	2631218	99	-82.5	LLMRankers
3505	Q0	3910429	100	-90.5	LLMRankers
23849	Q0	2647769	1	-73.3125	LLMRankers
23849	Q0	8010561	2	-74.875	LLMRankers
23849	Q0	4834498	3	-78.4375	LLMRankers
23849	Q0	188190	4	-78.9375	LLMRankers
23849	Q0	7119957	5	-79.0625	LLMRankers
23849	Q0	6667419	6	-79.625	LLMRankers
23849	Q0	188246	7	-80.125	LLMRankers
23849	Q0	892160	8	-80.125	LLMRankers
23849	Q0	8769995	9	-80.375	LLMRankers
23849	Q0	8059826	10	-80.4375	LLMRankers
